,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
390,390.0,5553.295758,68197.0,69.0,1.0,81.0,0.0,3.0,390.0,4362.0,1.0,0.0,0.0,4.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0
391,391.0,5011.259184,75248.0,63.0,13.0,71.0,0.0,5.0,391.0,3099.0,1.0,0.0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
392,392.0,10442.44633,0.0,98.0,9.0,50.0,0.0,2.0,392.0,184.0,1.0,0.0,1.0,1.0,29.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0
393,393.0,2199.61781,0.0,65.0,5.0,19.0,1.0,1.0,393.0,5066.0,2.0,0.0,0.0,0.0,27.0,4.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,5.0,1.0
394,394.0,8709.845263,41546.0,111.0,4.0,47.0,0.0,3.0,394.0,5808.0,4.0,0.0,2.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
395,395.0,7484.310483,46998.0,96.0,13.0,98.0,0.0,6.0,395.0,7397.0,3.0,0.0,1.0,3.0,12.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
396,396.0,2613.023132,57099.0,67.0,20.0,37.0,0.0,1.0,396.0,8950.0,3.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,5.0,2.0
397,397.0,9080.639651,33897.0,114.0,15.0,67.0,0.0,8.0,397.0,5092.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
398,398.0,13770.97618,59207.0,116.0,23.0,21.0,0.0,2.0,398.0,5819.0,2.0,1.0,2.0,3.0,31.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0
399,399.0,2876.822941,40171.0,73.0,8.0,78.0,0.0,1.0,399.0,2725.0,3.0,0.0,0.0,3.0,36.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0
400,400.0,5548.031892,67798.0,69.0,1.0,78.0,0.0,9.0,400.0,8179.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0
401,401.0,5097.526248,21665.0,136.0,0.0,25.0,0.0,1.0,401.0,8872.0,4.0,0.0,1.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0
402,402.0,24143.87556,0.0,87.0,9.0,75.0,0.0,2.0,402.0,77.0,3.0,0.0,1.0,1.0,8.0,4.0,1.0,1.0,2.0,2.0,6.0,0.0,3.0,0.0,1.0
403,403.0,3538.059456,0.0,67.0,12.0,67.0,5.0,7.0,403.0,5231.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,1.0
404,404.0,29091.23936,34226.0,244.0,29.0,22.0,0.0,2.0,404.0,1152.0,2.0,0.0,1.0,0.0,40.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0
405,405.0,19834.20115,65989.0,123.0,4.0,43.0,1.0,2.0,405.0,3522.0,1.0,0.0,1.0,3.0,27.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0
406,406.0,4731.366975,30686.0,61.0,22.0,45.0,0.0,3.0,406.0,6890.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0
407,407.0,35537.846,0.0,113.0,15.0,6.0,0.0,2.0,407.0,2201.0,1.0,0.0,0.0,4.0,55.0,4.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,4.0,0.0
408,408.0,34611.37896,20090.0,109.0,10.0,59.0,0.0,2.0,408.0,2489.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0
409,409.0,20216.30883,0.0,183.0,6.0,16.0,0.0,2.0,409.0,1234.0,1.0,0.0,0.0,3.0,16.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0
410,410.0,13976.51925,77094.0,176.0,25.0,29.0,0.0,5.0,410.0,7634.0,3.0,0.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0
411,411.0,5904.088162,97413.0,73.0,21.0,80.0,0.0,6.0,411.0,2279.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0
412,412.0,5595.835041,79189.0,69.0,6.0,97.0,0.0,4.0,412.0,6586.0,3.0,0.0,0.0,4.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0
413,413.0,2294.303629,0.0,62.0,5.0,31.0,0.0,1.0,413.0,7147.0,1.0,0.0,0.0,3.0,58.0,4.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,5.0,1.0
414,414.0,6273.911874,18577.0,86.0,21.0,76.0,0.0,6.0,414.0,4919.0,0.0,1.0,1.0,1.0,38.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0
415,415.0,3726.727996,0.0,112.0,7.0,34.0,1.0,1.0,415.0,8849.0,3.0,0.0,0.0,1.0,49.0,4.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,4.0,1.0
416,416.0,5285.118669,40783.0,67.0,13.0,43.0,1.0,9.0,416.0,7457.0,4.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0
417,417.0,5110.680779,0.0,74.0,34.0,51.0,0.0,4.0,417.0,2545.0,3.0,0.0,0.0,0.0,20.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
418,418.0,7126.596501,17483.0,183.0,24.0,63.0,0.0,1.0,418.0,1522.0,2.0,0.0,0.0,1.0,52.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0
419,419.0,4601.634099,84394.0,114.0,9.0,38.0,0.0,1.0,419.0,6370.0,3.0,0.0,0.0,4.0,19.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,3.0,1.0
420,420.0,9155.239699,0.0,127.0,3.0,93.0,0.0,3.0,420.0,5165.0,3.0,0.0,1.0,1.0,53.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0
421,421.0,14808.05624,41440.0,62.0,20.0,80.0,1.0,2.0,421.0,6594.0,3.0,0.0,0.0,1.0,45.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0
422,422.0,8901.678357,0.0,136.0,14.0,69.0,1.0,8.0,422.0,3392.0,0.0,0.0,1.0,3.0,10.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,4.0,2.0
423,423.0,5734.598243,98132.0,71.0,10.0,61.0,0.0,3.0,423.0,6026.0,3.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0
424,424.0,4177.696973,0.0,112.0,4.0,49.0,0.0,1.0,424.0,6103.0,3.0,0.0,2.0,3.0,52.0,4.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0
425,425.0,27776.28906,88220.0,230.0,28.0,63.0,0.0,2.0,425.0,3875.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,2.0
426,426.0,10364.34749,58327.0,129.0,31.0,5.0,0.0,3.0,426.0,7329.0,0.0,0.0,1.0,4.0,30.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0
427,427.0,7851.901368,25950.0,66.0,27.0,1.0,0.0,2.0,427.0,2518.0,3.0,0.0,0.0,4.0,52.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,5.0,1.0
428,428.0,4772.943848,20993.0,133.0,35.0,90.0,0.0,1.0,428.0,6254.0,3.0,1.0,1.0,3.0,40.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0
429,429.0,14226.50485,65726.0,177.0,35.0,90.0,0.0,7.0,429.0,1311.0,3.0,0.0,2.0,3.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
430,430.0,4031.104947,0.0,63.0,35.0,59.0,3.0,3.0,430.0,1442.0,4.0,0.0,0.0,1.0,56.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,0.0
431,431.0,2794.907476,39783.0,72.0,28.0,43.0,0.0,1.0,431.0,7076.0,4.0,0.0,0.0,1.0,14.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,5.0,1.0
432,432.0,4362.931238,58842.0,110.0,6.0,74.0,0.0,1.0,432.0,1051.0,1.0,1.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0
433,433.0,9624.524417,25629.0,124.0,3.0,70.0,2.0,6.0,433.0,3167.0,3.0,0.0,1.0,4.0,12.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0
434,434.0,5015.009472,48567.0,130.0,12.0,15.0,0.0,1.0,434.0,3472.0,4.0,1.0,1.0,0.0,52.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0
435,435.0,6948.422239,0.0,196.0,0.0,73.0,2.0,1.0,435.0,6703.0,1.0,0.0,0.0,2.0,56.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,0.0
436,436.0,2896.918767,33746.0,74.0,1.0,6.0,1.0,1.0,436.0,835.0,4.0,0.0,0.0,1.0,58.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0
437,437.0,21903.91364,22254.0,79.0,22.0,75.0,0.0,2.0,437.0,5778.0,3.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
438,438.0,9028.821403,65974.0,113.0,3.0,43.0,0.0,3.0,438.0,2186.0,2.0,0.0,0.0,3.0,36.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,4.0,1.0
439,439.0,5303.759534,0.0,76.0,18.0,63.0,0.0,3.0,439.0,7571.0,3.0,0.0,1.0,1.0,11.0,4.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0
440,440.0,4165.354461,17161.0,113.0,1.0,22.0,1.0,1.0,440.0,9111.0,4.0,0.0,2.0,1.0,22.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
441,441.0,5123.768112,0.0,74.0,1.0,62.0,0.0,7.0,441.0,2983.0,2.0,0.0,0.0,3.0,50.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0
442,442.0,9492.342964,0.0,132.0,9.0,85.0,0.0,6.0,442.0,1104.0,3.0,0.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,1.0
443,443.0,8204.863191,0.0,73.0,9.0,14.0,0.0,2.0,443.0,5683.0,3.0,0.0,0.0,3.0,11.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
444,444.0,9877.295699,67752.0,131.0,4.0,40.0,4.0,9.0,444.0,4396.0,0.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,3.0,4.0,2.0
445,445.0,4815.009736,25398.0,64.0,30.0,80.0,0.0,6.0,445.0,8541.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
446,446.0,6277.011679,0.0,88.0,30.0,19.0,0.0,4.0,446.0,2083.0,1.0,0.0,1.0,3.0,40.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0
447,447.0,8260.639809,33321.0,105.0,6.0,2.0,0.0,3.0,447.0,8538.0,1.0,0.0,0.0,3.0,11.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0
448,448.0,2549.450038,0.0,78.0,13.0,32.0,0.0,1.0,448.0,4737.0,2.0,0.0,1.0,0.0,12.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0
449,449.0,4502.679656,68798.0,114.0,19.0,69.0,0.0,1.0,449.0,7174.0,4.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0
450,450.0,3803.921781,20325.0,100.0,4.0,6.0,0.0,1.0,450.0,7764.0,3.0,0.0,0.0,0.0,18.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0,1.0
451,451.0,8635.4035,13129.0,117.0,15.0,93.0,0.0,6.0,451.0,1706.0,3.0,0.0,0.0,0.0,37.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0
452,452.0,5510.558964,0.0,73.0,24.0,57.0,0.0,4.0,452.0,5937.0,3.0,0.0,0.0,3.0,28.0,4.0,0.0,1.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0
453,453.0,3585.884123,49080.0,91.0,14.0,68.0,0.0,1.0,453.0,4752.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
454,454.0,4889.25278,42536.0,63.0,30.0,57.0,0.0,6.0,454.0,4569.0,2.0,0.0,0.0,1.0,43.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0
455,455.0,2756.941661,29926.0,74.0,25.0,34.0,0.0,1.0,455.0,2864.0,3.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
456,456.0,3289.547398,0.0,86.0,5.0,55.0,0.0,1.0,456.0,1694.0,2.0,0.0,1.0,2.0,16.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0
457,457.0,10937.1785,21450.0,138.0,15.0,35.0,0.0,4.0,457.0,6917.0,1.0,0.0,1.0,0.0,29.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0
458,458.0,7375.567916,33345.0,65.0,32.0,52.0,0.0,2.0,458.0,5007.0,1.0,0.0,0.0,3.0,58.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
459,459.0,10110.77818,15752.0,90.0,27.0,37.0,0.0,2.0,459.0,6454.0,1.0,0.0,1.0,0.0,38.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0
460,460.0,5119.414293,40169.0,65.0,1.0,47.0,1.0,3.0,460.0,3001.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0
461,461.0,8533.832013,26049.0,113.0,10.0,15.0,1.0,9.0,461.0,8087.0,1.0,0.0,0.0,1.0,51.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0
462,462.0,2224.768,0.0,68.0,3.0,4.0,0.0,1.0,462.0,3277.0,2.0,0.0,0.0,1.0,14.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,0.0,1.0
463,463.0,8042.803784,55411.0,100.0,24.0,53.0,0.0,4.0,463.0,6163.0,0.0,0.0,0.0,2.0,26.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0
464,464.0,2554.437138,12459.0,70.0,4.0,41.0,0.0,1.0,464.0,5627.0,3.0,0.0,0.0,1.0,13.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0
465,465.0,18073.93999,64620.0,76.0,24.0,32.0,1.0,2.0,465.0,5975.0,3.0,0.0,1.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,2.0
466,466.0,2430.506586,83140.0,61.0,25.0,70.0,0.0,1.0,466.0,8182.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0
467,467.0,3167.658442,0.0,92.0,20.0,50.0,0.0,1.0,467.0,255.0,3.0,0.0,1.0,0.0,10.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0
468,468.0,5465.603983,54422.0,68.0,9.0,8.0,0.0,5.0,468.0,3530.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
469,469.0,10357.51422,68309.0,131.0,4.0,67.0,0.0,9.0,469.0,8959.0,1.0,0.0,1.0,1.0,38.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0
470,470.0,2537.813878,56621.0,65.0,27.0,36.0,2.0,1.0,470.0,1467.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0
471,471.0,2821.947219,38977.0,70.0,27.0,22.0,0.0,1.0,471.0,1499.0,0.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0
472,472.0,7757.128146,0.0,111.0,32.0,13.0,0.0,3.0,472.0,2411.0,0.0,0.0,2.0,0.0,15.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0
473,473.0,4079.132667,0.0,114.0,12.0,43.0,0.0,1.0,473.0,5736.0,0.0,0.0,2.0,3.0,40.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,1.0
474,474.0,5955.544552,0.0,83.0,35.0,87.0,0.0,8.0,474.0,4153.0,0.0,0.0,1.0,1.0,56.0,4.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0
475,475.0,14158.61364,83235.0,70.0,16.0,33.0,0.0,2.0,475.0,4798.0,3.0,0.0,0.0,0.0,49.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,5.0,1.0
476,476.0,8487.238032,0.0,74.0,7.0,93.0,0.0,2.0,476.0,3670.0,2.0,0.0,0.0,1.0,26.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0
477,477.0,6285.476868,32390.0,80.0,20.0,36.0,0.0,8.0,477.0,3078.0,0.0,0.0,1.0,1.0,32.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0
478,478.0,11473.48149,66538.0,95.0,14.0,64.0,0.0,2.0,478.0,5756.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,5.0,1.0
479,479.0,2310.882998,0.0,64.0,12.0,24.0,0.0,1.0,479.0,5945.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0
480,480.0,23594.6802,76358.0,66.0,25.0,3.0,0.0,2.0,480.0,4216.0,3.0,1.0,0.0,0.0,24.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0
481,481.0,2514.59196,43860.0,65.0,15.0,58.0,0.0,1.0,481.0,8874.0,4.0,1.0,0.0,3.0,36.0,1.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0
482,482.0,5380.898636,55350.0,67.0,0.0,13.0,0.0,9.0,482.0,8504.0,0.0,1.0,0.0,1.0,47.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
483,483.0,4770.550911,12964.0,65.0,2.0,37.0,0.0,4.0,483.0,8474.0,1.0,1.0,0.0,1.0,31.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,5.0,1.0
484,484.0,6756.651404,33288.0,86.0,1.0,27.0,2.0,9.0,484.0,102.0,0.0,0.0,1.0,4.0,27.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0
485,485.0,5936.011773,0.0,84.0,31.0,25.0,0.0,3.0,485.0,8130.0,0.0,0.0,1.0,1.0,19.0,4.0,0.0,1.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0
486,486.0,3570.760509,56168.0,88.0,13.0,20.0,0.0,1.0,486.0,2092.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0
487,487.0,6019.960469,0.0,92.0,3.0,28.0,0.0,4.0,487.0,5348.0,1.0,0.0,1.0,1.0,24.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0
488,488.0,5426.863953,23105.0,69.0,15.0,21.0,0.0,3.0,488.0,7938.0,3.0,0.0,0.0,3.0,48.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,5.0,2.0
489,489.0,2730.313804,36218.0,68.0,6.0,83.0,0.0,1.0,489.0,3822.0,3.0,0.0,0.0,4.0,22.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0
490,490.0,4982.681374,52275.0,62.0,6.0,88.0,0.0,5.0,490.0,6685.0,1.0,0.0,0.0,3.0,50.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
491,491.0,8769.266756,49665.0,74.0,5.0,51.0,0.0,2.0,491.0,5630.0,3.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,2.0,1.0,5.0,2.0,3.0,0.0,0.0
492,492.0,4220.613534,32471.0,110.0,0.0,87.0,0.0,1.0,492.0,994.0,2.0,0.0,2.0,3.0,24.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,1.0
493,493.0,11537.50507,0.0,86.0,12.0,89.0,1.0,2.0,493.0,6481.0,0.0,0.0,1.0,3.0,13.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0
494,494.0,5887.182043,62773.0,73.0,19.0,57.0,0.0,9.0,494.0,812.0,1.0,0.0,0.0,4.0,36.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0
495,495.0,4700.583771,76694.0,117.0,34.0,23.0,0.0,1.0,495.0,7293.0,1.0,0.0,0.0,1.0,40.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0
496,496.0,10963.95723,55687.0,276.0,33.0,91.0,0.0,1.0,496.0,3171.0,3.0,1.0,2.0,3.0,57.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0
497,497.0,2523.171245,0.0,70.0,20.0,81.0,0.0,1.0,497.0,3507.0,0.0,0.0,0.0,3.0,23.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0
498,498.0,3757.804716,36633.0,96.0,20.0,61.0,1.0,1.0,498.0,418.0,2.0,0.0,1.0,2.0,20.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0
499,499.0,12941.73353,77060.0,106.0,23.0,90.0,0.0,2.0,499.0,7245.0,3.0,0.0,0.0,3.0,16.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0
500,500.0,3764.465074,92600.0,94.0,9.0,48.0,0.0,1.0,500.0,8251.0,2.0,0.0,1.0,0.0,39.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,2.0
501,501.0,6889.557028,0.0,66.0,2.0,75.0,0.0,2.0,501.0,5152.0,1.0,0.0,0.0,3.0,53.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,0.0,2.0
502,502.0,3623.454198,0.0,111.0,6.0,24.0,2.0,1.0,502.0,5548.0,2.0,0.0,0.0,1.0,12.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0
503,503.0,7582.113842,64801.0,64.0,23.0,19.0,0.0,2.0,503.0,6155.0,0.0,1.0,0.0,1.0,52.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0
504,504.0,8277.74558,45257.0,103.0,33.0,90.0,0.0,4.0,504.0,9004.0,3.0,0.0,2.0,1.0,55.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0
505,505.0,2576.455597,26854.0,66.0,31.0,70.0,0.0,1.0,505.0,4789.0,1.0,0.0,0.0,3.0,14.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0
506,506.0,8205.387936,85840.0,102.0,14.0,79.0,2.0,4.0,506.0,3469.0,3.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
507,507.0,19582.46887,26463.0,72.0,28.0,93.0,0.0,2.0,507.0,5276.0,3.0,0.0,0.0,2.0,21.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
508,508.0,6481.526576,30689.0,81.0,23.0,51.0,0.0,5.0,508.0,6582.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0
509,509.0,2599.310879,29590.0,66.0,17.0,18.0,0.0,1.0,509.0,958.0,3.0,0.0,0.0,3.0,35.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0
510,510.0,9830.337629,25965.0,253.0,15.0,59.0,0.0,1.0,510.0,1681.0,3.0,0.0,2.0,1.0,32.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0
511,511.0,10442.65139,17269.0,139.0,3.0,31.0,0.0,5.0,511.0,751.0,3.0,0.0,1.0,0.0,18.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0
512,512.0,36057.53702,90330.0,137.0,0.0,86.0,3.0,2.0,512.0,2283.0,3.0,0.0,1.0,1.0,56.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,1.0
513,513.0,8470.036773,0.0,113.0,34.0,5.0,0.0,8.0,513.0,642.0,1.0,0.0,0.0,3.0,28.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0
514,514.0,8278.786492,0.0,110.0,20.0,66.0,0.0,7.0,514.0,6106.0,1.0,0.0,2.0,3.0,9.0,4.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0
515,515.0,4788.932598,0.0,67.0,2.0,49.0,1.0,3.0,515.0,8316.0,1.0,0.0,0.0,3.0,45.0,4.0,0.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0
516,516.0,3087.999917,18558.0,80.0,17.0,23.0,0.0,1.0,516.0,8542.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0
517,517.0,4443.736209,46384.0,113.0,33.0,93.0,0.0,1.0,517.0,6385.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0
518,518.0,7984.086473,0.0,72.0,1.0,77.0,0.0,2.0,518.0,9090.0,3.0,0.0,0.0,3.0,32.0,4.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,0.0
519,519.0,7180.971028,42303.0,180.0,24.0,66.0,0.0,1.0,519.0,1874.0,3.0,0.0,0.0,1.0,30.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0
520,520.0,15656.03434,71731.0,130.0,12.0,50.0,0.0,2.0,520.0,953.0,1.0,0.0,1.0,0.0,42.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0
521,521.0,5780.182197,51066.0,74.0,23.0,0.0,0.0,8.0,521.0,8537.0,3.0,1.0,0.0,3.0,49.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0
