,Total Claim Amount
1851,403.385123
1852,5.746657
1853,340.8
1854,49.451116999999996
1855,449.408637
1856,460.084192
1857,451.670309
1858,1065.049894
1859,316.8
1860,326.4
1861,12.252847000000001
1862,542.4
1863,131.80834299999998
1864,228.64134199999998
1865,542.016902
1866,214.866605
1867,278.96409500000004
1868,329.522858
1869,163.34564699999999
1870,501.472124
1871,1193.115879
1872,580.8
1873,404.817249
1874,807.168846
1875,226.52214700000002
1876,82.733588
1877,207.828024
1878,223.17406699999998
1879,254.14236499999998
1880,33.97
1881,1324.8
1882,181.148732
1883,31.707317
1884,297.6
1885,1476.670903
1886,748.8
1887,609.6
1888,495.61277699999994
1889,297.05176800000004
1890,513.6
1891,489.6
1892,667.2
1893,312.0
1894,345.6
1895,295.83086000000003
1896,888.0
1897,22.995594
1898,298.362415
1899,727.2
1900,478.234236
1901,475.2
1902,551.2821299999999
1903,355.2
1904,292.8
1905,532.8
1906,670.47746
1907,5.573179
1908,337.61714900000004
1909,320.777404
1910,336.0
1911,398.4
1912,216.173135
1913,566.4
1914,355.2
1915,685.456738
1916,316.8
1917,147.94878300000002
1918,950.4
1919,326.4
1920,242.491357
1921,91.83466800000001
1922,90.525716
1923,374.4
1924,255.285875
1925,403.2
1926,316.8
1927,232.242326
1928,657.6
1929,760.428495
1930,326.4
1931,340.07498
1932,499.2
1933,307.2
1934,508.8
1935,307.2
1936,236.643695
1937,398.4
1938,326.4
1939,286.10297099999997
1940,565.3369309999999
1941,523.8888450000001
1942,513.6
1943,282.153792
1944,340.8
1945,350.4
1946,553.61131
1947,453.6
1948,442.199439
1949,624.023564
1950,568.8
1951,355.2
1952,312.0
1953,386.599797
1954,489.6
1955,939.528475
1956,62.291008999999995
1957,361.181122
1958,122.305677
1959,196.523187
1960,528.0
1961,221.61885
1962,460.8
1963,331.2
1964,369.6
1965,117.450428
1966,739.310493
1967,470.4
1968,118.44623500000002
1969,499.2
1970,292.8
1971,228.04942400000002
1972,373.073162
1973,428.608683
1974,1742.4
1975,268.471802
1976,135.788525
1977,475.2
1978,436.836944
1979,398.4
1980,441.6
1981,340.8
1982,112.12088100000001
1983,1376.910777
1984,185.061408
1985,395.729716
1986,340.201412
1987,900.14526
1988,1027.0105119999998
1989,307.801098
1990,739.2
1991,48.046869
1992,461.26913499999995
1993,686.501976
1994,221.048602
1995,271.01451099999997
1996,292.8
1997,276.640352
1998,71.311211
1999,80.70505
2000,765.566699
2001,484.8
2002,494.4
2003,1610.2619140000002
2004,331.2
2005,216.74445699999998
2006,556.8
2007,712.8
2008,1138.255325
2009,692.9627849999999
2010,87.565229
2011,401.60781000000003
2012,799.2
2013,340.8
2014,542.4
2015,341.878002
2016,470.4
2017,177.635183
2018,330.782934
2019,316.8
2020,262.842655
2021,712.682559
2022,1176.2788
2023,350.4
2024,1008.0
2025,18.918935
2026,331.2
2027,746.0459
2028,900.0
2029,71.517444
2030,492.088331
2031,291.28790499999997
2032,390.88142
2033,336.0
2034,481.265179
2035,1101.05432
2036,166.355491
2037,1008.0
2038,178.986788
2039,350.4
2040,348.82656000000003
2041,20.725610999999997
2042,556.8
2043,648.0
2044,545.9996990000001
2045,374.4
2046,638.4
2047,484.8
2048,61.654262
2049,475.2
2050,254.83768999999998
2051,494.4
2052,489.6
2053,276.268778
2054,350.4
2055,228.498823
2056,327.078047
2057,191.934494
2058,307.2
2059,185.66721299999998
2060,140.747286
2061,471.050488
2062,28.460568
2063,700.3490519999999
2064,499.2
2065,3.4689120000000004
2066,393.6
2067,699.615192
2068,484.8
2069,336.0
2070,900.0
2071,340.8
2072,106.591949
2073,312.0
2074,571.479602
2075,114.51444
2076,1221.143438
2077,133.425609
2078,777.6
2079,302.4
2080,166.77296
2081,657.6
2082,488.91061399999995
2083,101.288069
2084,352.394515
2085,499.2
2086,656.798232
2087,851.146266
2088,476.254583
2089,350.4
2090,292.8
2091,624.711448
2092,368.890904
2093,134.629643
2094,198.84453
2095,289.040734
2096,429.860895
2097,519.883102
2098,398.4
2099,417.28389
2100,511.2
2101,450.129276
2102,741.6
2103,98.372265
2104,718.7007179999999
2105,820.8
2106,463.00033600000006
2107,355.2
2108,292.8
2109,547.2
2110,590.4
2111,460.8
2112,482.4
2113,355.2
2114,511.2
2115,332.224293
2116,955.2
2117,525.6
2118,404.07420299999995
2119,355.922452
2120,451.670309
2121,1296.0
2122,215.884804
2123,241.656325
2124,207.75186000000002
2125,451.2
2126,480.0
2127,312.0
2128,539.280951
2129,221.18832700000002
2130,482.4
2131,494.4
2132,13.628274
2133,171.830049
2134,657.6
2135,393.6
2136,1060.310769
2137,350.4
2138,525.6
2139,1116.0
2140,451.2
2141,95.193157
2142,827.786203
2143,326.281835
2144,123.512596
2145,25.336642
2146,489.6
2147,379.2
2148,788.206874
2149,489.6
2150,945.6
2151,316.8
2152,364.8
2153,1070.4
2154,619.2
2155,114.798771
2156,554.4
2157,1188.0
2158,376.529086
2159,170.939409
2160,326.4
2161,335.840529
2162,345.6
2163,460.8
2164,425.92413200000004
2165,351.270869
2166,49.451116999999996
2167,657.6
2168,508.8
2169,379.2
2170,281.29590299999995
2171,196.065149
2172,292.8
2173,489.6
2174,297.6
2175,432.78457699999996
2176,773.3460650000001
2177,354.19966400000004
2178,321.6
2179,384.0
2180,1032.0
2181,344.201601
2182,336.0
2183,441.6
2184,339.000467
2185,465.6
2186,453.6
2187,699.67536
2188,695.1364769999999
2189,283.670312
2190,50.454459
2191,219.44002400000002
2192,725.870693
2193,345.6
2194,336.0
2195,236.614219
2196,712.309237
2197,91.83466800000001
2198,39.336222
2199,326.132867
2200,178.371281
2201,167.459769
2202,700.725788
2203,436.14322599999997
2204,571.479602
2205,302.4
2206,367.230882
2207,199.851173
2208,1324.8
2209,417.6
2210,702.020904
2211,686.020135
2212,270.311239
2213,497.71921299999997
2214,403.937672
2215,118.75051200000001
2216,465.6
2217,508.8
2218,468.0
2219,109.814874
2220,722.432062
2221,292.8
2222,498.45269800000005
2223,252.33090499999997
2224,542.4
2225,1324.8
2226,640.8
2227,351.85681
2228,150.926696
2229,49.18776
2230,892.8
2231,128.90032
2232,513.6
2233,146.950756
2234,57.712984999999996
2235,900.2420380000001
2236,655.489027
2237,141.460349
2238,418.00552400000004
2239,128.292466
2240,648.0
2241,156.124914
2242,331.2
2243,292.8
2244,480.533246
2245,509.10057699999993
2246,166.123172
2247,193.243084
2248,950.4
2249,756.0
2250,311.004168
2251,292.8
2252,212.14848500000002
2253,530.340202
2254,537.7841599999999
2255,14.812807999999999
2256,433.42654400000004
2257,321.6
2258,494.4
2259,458.003651
2260,1176.2788
2261,1032.0
2262,539.774172
2263,639.769748
2264,250.18338799999998
2265,566.4
2266,194.739777
2267,85.80981700000001
2268,303.872752
2269,337.72754199999997
2270,384.0
2271,528.0
2272,42.689135
2273,430.518791
2274,409.425049
2275,307.2
2276,465.278453
2277,97.69110400000001
2278,307.649586
2279,336.0
2280,326.4
2281,371.322406
2282,331.2
2283,436.8
2284,456.0
2285,523.99823
2286,1017.6
2287,604.237801
2288,355.2
2289,504.0
2290,237.57032999999998
2291,183.207703
2292,612.973779
2293,435.60608600000006
2294,1195.2
2295,83.81518299999999
2296,604.8
2297,455.644704
2298,122.017931
2299,71.942176
2300,556.8
2301,561.6
2302,344.294164
2303,476.486416
2304,561.6
2305,17.938979
2306,316.8
2307,103.424766
2308,275.577631
2309,539.5622
2310,1303.2
2311,667.2
2312,326.281835
2313,518.4
2314,897.6
2315,525.6
2316,513.6
2317,672.91665
2318,979.2
2319,331.2
2320,316.8
2321,25.961213
2322,446.4
2323,47.502365999999995
2324,308.240792
2325,205.043307
2326,381.23817599999995
2327,922.3359720000001
2328,960.115399
2329,326.4
2330,799.2
2331,619.2
2332,460.74109699999997
2333,439.2
2334,0.09900700000000001
2335,223.028356
2336,1152.0
2337,246.69676800000002
2338,940.8
2339,165.00274199999998
2340,753.22565
2341,633.294203
2342,478.609999
2343,669.6
2344,374.4
2345,221.359492
2346,433.58818099999996
2347,914.5386289999999
2348,407.668083
2349,734.4
2350,907.2
2351,232.745161
2352,513.6
2353,542.4
2354,136.26349199999999
2355,336.0
2356,69.31016600000001
2357,374.4
2358,386.031248
2359,494.4
2360,557.184015
2361,83.830109
2362,487.345606
2363,128.969729
2364,113.609508
2365,188.870427
2366,379.2
2367,326.4
2368,374.4
2369,101.48942199999999
2370,165.958605
2371,508.8
2372,656.122925
2373,1261.319869
2374,249.14090699999997
2375,345.6
2376,326.4
2377,84.81880600000001
2378,668.158687
2379,420.420755
2380,335.234102
2381,460.8
2382,326.4
2383,423.11673899999994
2384,612.0
2385,561.6
2386,296.560998
2387,355.2
2388,440.128707
2389,406.902001
2390,73.919629
2391,451.56675099999995
2392,114.273025
2393,369.918482
2394,345.6
2395,326.4
2396,508.8
2397,30.984935999999998
2398,290.58054300000003
2399,353.77898999999996
2400,558.2815429999999
2401,229.279059
2402,403.2
2403,244.803741
2404,340.8
2405,561.6
2406,67.975243
2407,283.787384
2408,786.9341860000001
2409,483.731784
2410,302.4
2411,681.505066
2412,345.6
2413,16.214764000000002
2414,436.8
2415,350.4
2416,547.2
2417,95.661376
2418,141.718568
2419,326.4
2420,297.41902799999997
2421,41.229484
2422,217.92632000000003
2423,209.019238
2424,1080.0
2425,228.443418
2426,599.1527219999999
2427,355.2
2428,412.8
2429,839.348464
2430,302.4
2431,969.232217
2432,561.6
2433,174.046849
2434,119.33104099999998
2435,525.6
2436,291.860708
2437,475.2
2438,57.562324
2439,188.938397
2440,336.0
2441,813.6
2442,283.88169700000003
2443,575.890362
2444,467.803638
2445,287.654819
2446,111.622054
2447,134.158389
2448,609.6
2449,624.0
2450,243.766542
2451,316.8
2452,558.433218
2453,921.6
2454,458.056054
2455,22.961216
2456,75.302707
2457,574.102379
2458,514.360634
2459,566.4
2460,228.18583399999997
2461,731.289267
2462,1064.4821650000001
2463,71.773341
2464,76.975713
2465,587.689075
2466,212.039619
2467,453.6
2468,355.2
2469,484.013411
2470,281.29590299999995
2471,835.2
2472,489.6
2473,571.2
2474,824.487259
2475,244.580023
2476,154.721555
2477,207.75186000000002
2478,588.936956
2479,307.68931000000003
2480,835.2
2481,889.288242
2482,624.9807509999999
2483,470.4
2484,441.907057
2485,412.8
2486,345.6
2487,492.644465
2488,508.8
2489,61.580247
2490,738.975495
2491,403.2
2492,65.953005
2493,305.121363
2494,244.816163
2495,616.279356
2496,926.4
2497,451.31922699999996
2498,184.379697
2499,595.2
2500,314.936185
2501,406.367233
2502,571.3195139999999
2503,730.373515
2504,1612.9623210000002
2505,225.437098
2506,280.903779
2507,165.588524
2508,494.890996
2509,379.2
2510,485.705851
2511,312.0
2512,292.8
2513,278.689331
2514,302.4
2515,518.4
2516,42.950852000000005
2517,342.468248
2518,320.327775
2519,345.6
2520,158.077504
2521,336.0
2522,34.708194
2523,561.6
2524,321.6
2525,202.468807
2526,352.060768
2527,856.347474
2528,547.2
2529,571.2
2530,191.100227
2531,420.765993
2532,445.00129599999997
2533,293.948632
2534,221.226696
2535,336.0
2536,542.4
2537,33.751886999999996
2538,321.6
2539,468.0
2540,663.6438009999999
2541,167.39959
2542,475.2
2543,667.2
2544,290.911693
2545,55.320014
2546,955.2
2547,892.8
2548,55.394702
2549,774.892461
2550,1480.336748
2551,823.798803
2552,307.2
2553,414.649796
2554,287.437831
2555,523.2
2556,392.235698
2557,208.04848700000002
2558,208.892861
2559,60.845684999999996
2560,502.99493099999995
2561,336.0
2562,293.016168
2563,226.607648
2564,273.250112
2565,571.2
2566,244.08666499999998
2567,525.6
2568,240.318607
2569,364.8
2570,44.284642
2571,431.847824
2572,483.25721
2573,446.751243
2574,374.864662
2575,393.6
2576,355.2
2577,200.97608
2578,209.863509
2579,140.819942
2580,321.6
2581,249.74285600000002
2582,677.9709339999999
2583,552.0
2584,791.8780419999999
2585,316.546868
2586,410.548521
2587,595.2
2588,482.4
2589,376.923839
2590,315.215329
2591,482.48790999999994
2592,624.0
2593,542.4
2594,508.614758
2595,784.611446
2596,292.8
2597,244.26940699999997
2598,297.6
2599,118.45497399999999
2600,868.8
2601,438.66150899999997
2602,397.139856
2603,271.16413900000003
2604,523.2
2605,393.6
2606,321.6
2607,1294.700423
2608,427.2
2609,506.92275
2610,369.614729
2611,575.260213
2612,272.381465
2613,1224.56345
2614,215.438825
2615,292.8
2616,438.069458
2617,799.251165
2618,216.980413
2619,225.578841
2620,133.425609
2621,780.941649
2622,561.6
2623,785.82348
2624,286.115778
2625,77.442722
2626,1176.2788
2627,398.502948
2628,200.38673
2629,824.597262
2630,151.231247
2631,161.092415
2632,355.2
2633,377.512951
2634,535.080276
2635,689.800891
2636,424.330166
2637,566.4
2638,863.219668
2639,61.769564
2640,251.29482099999998
2641,308.749796
2642,417.6
2643,240.00056
2644,316.8
2645,288.329793
2646,586.921708
2647,307.2
2648,472.67262
2649,639.7583139999999
2650,871.4845650000001
2651,158.36297199999998
2652,528.0
2653,200.689331
2654,741.8675059999999
2655,475.2
2656,67.648392
2657,496.8
2658,369.818708
2659,446.4
2660,136.29108300000001
2661,336.0
2662,1093.7088509999999
2663,863.9353070000001
2664,393.637436
2665,398.4
2666,355.2
2667,307.2
2668,166.937747
2669,19.626306
2670,316.8
2671,441.6
2672,278.99940899999996
2673,449.42818200000005
2674,47.061469
2675,292.8
2676,481.269644
2677,412.8
2678,733.2112599999999
2679,251.44949
2680,528.0
2681,648.0
2682,345.6
2683,309.577946
2684,321.6
2685,518.4
2686,738.05105
2687,80.119997
2688,137.168874
2689,537.6
2690,417.6
2691,16.510134
2692,379.2
2693,847.490817
2694,204.373113
2695,95.693949
2696,552.0
2697,582.420512
2698,379.2
2699,480.0
2700,417.6
2701,547.2
2702,733.5224049999999
2703,561.6
2704,142.113373
2705,316.8
2706,161.752532
2707,12.497538
2708,741.655597
2709,1410.16929
2710,988.5350779999999
2711,388.8
2712,792.0
2713,1245.6
2714,796.130111
2715,83.652384
2716,523.2
2717,316.8
2718,1310.4
2719,60.036683
2720,613.866905
2721,499.2
2722,364.8
2723,511.422666
2724,435.796252
2725,269.563038
2726,321.457124
2727,232.87976600000002
2728,17.484679
2729,422.59237
2730,387.545055
2731,14.464782999999999
2732,161.61574
2733,763.2
2734,307.2
2735,42.131925
2736,417.6
2737,239.964694
2738,163.046956
2739,302.4
2740,23.89816
2741,99.03945300000001
2742,412.8
2743,169.414572
2744,496.8
2745,39.532978
2746,316.8
2747,856.8
2748,624.4287400000001
2749,723.010515
2750,261.549577
2751,150.235884
2752,175.24346699999998
2753,443.63724299999996
2754,91.55098000000001
2755,460.8
2756,727.2
2757,711.323244
2758,294.691896
2759,497.35310599999997
2760,451.896687
2761,227.44626
2762,245.10388500000002
2763,504.0
2764,508.8
2765,340.8
2766,338.744392
2767,125.70416399999999
2768,116.60010700000001
2769,321.6
2770,931.2
2771,302.4
2772,340.32277999999997
2773,749.244062
2774,532.8
2775,638.4
2776,195.405949
2777,208.88568600000002
2778,480.073548
2779,518.4
2780,450.760925
2781,664.128009
2782,446.4
2783,316.8
2784,331.2
2785,77.54669
2786,270.373444
2787,429.69528399999996
2788,74.463101
2789,573.941286
2790,535.080276
2791,403.2
2792,842.4
2793,542.4
2794,634.396608
2795,326.4
2796,302.4
2797,355.2
2798,314.044227
2799,292.8
2800,427.2
2801,166.1306
2802,436.8
2803,350.4
2804,484.013411
2805,648.0
2806,165.520952
2807,636.982333
2808,934.656068
2809,282.14635400000003
2810,298.954932
2811,652.8
2812,491.66348
2813,109.904496
2814,383.224514
2815,554.957693
2816,504.0
2817,412.8
2818,340.8
2819,112.66091599999999
2820,71.30310899999999
2821,624.0
2822,201.327931
2823,460.8
2824,462.654347
2825,508.8
2826,818.730215
2827,979.2
2828,537.6
2829,10.560419
2830,272.788141
2831,686.90827
2832,302.942519
2833,37.288740000000004
2834,319.131547
2835,340.8
2836,489.6
2837,77.479316
2838,437.040616
2839,353.39769900000005
2840,231.969205
2841,650.52179
2842,388.8
2843,693.084662
2844,432.480275
2845,556.8
2846,65.659137
2847,59.853368999999994
2848,378.345883
2849,482.4
2850,203.29607099999998
2851,398.4
2852,412.8
2853,460.8
2854,547.2
2855,324.413656
2856,302.4
2857,330.138332
2858,40.536151000000004
2859,504.0
2860,270.381385
2861,446.4
2862,475.2
2863,314.528138
2864,350.4
2865,345.6
2866,184.955105
2867,302.4
2868,571.2
2869,513.6
2870,350.4
2871,236.842746
2872,456.0
2873,285.825083
2874,326.4
2875,550.127548
2876,75.698305
2877,352.394515
2878,134.124254
2879,501.092992
2880,422.78410999999994
2881,29.303915000000003
2882,451.2
2883,200.641734
2884,71.980757
2885,165.570243
2886,468.0
2887,307.2
2888,465.6
2889,344.765129
2890,199.551735
2891,350.4
2892,219.36264300000002
2893,725.870693
2894,321.6
2895,2294.631639
2896,528.0
2897,609.6
2898,631.594469
2899,523.2
2900,359.48434199999997
2901,29.884536999999998
2902,298.626189
2903,674.973614
2904,496.843023
2905,287.453171
2906,398.502948
2907,411.671832
2908,888.0
2909,409.684798
2910,340.78015600000003
2911,756.0
2912,215.72846800000002
2913,224.71183599999998
2914,355.2
2915,1317.008182
2916,90.524457
2917,441.6
2918,685.12694
2919,386.031248
2920,561.6
2921,133.977857
2922,22.962412
2923,3.55
2924,359.36848
2925,110.55606200000001
2926,307.2
2927,17.375878
2928,292.8
2929,518.4
2930,398.4
2931,680.753091
2932,178.700204
2933,384.0
2934,312.0
2935,955.2
2936,547.2
2937,407.887715
2938,482.4
2939,490.638202
2940,684.9485269999999
2941,472.611522
2942,633.6
2943,1261.319869
2944,48.051339
2945,499.2
2946,545.083116
2947,333.69622799999996
2948,480.0
2949,331.2
2950,80.73124
2951,346.991025
2952,238.95252799999997
2953,468.0
2954,273.70270899999997
2955,691.709371
2956,220.64441800000003
2957,350.4
2958,329.980754
2959,436.8
2960,339.906034
2961,265.629611
2962,416.8496
2963,32.508635
2964,784.186389
2965,250.454012
2966,373.324673
2967,16.425514
2968,494.4
2969,91.941259
2970,321.6
2971,53.095599
2972,398.4
2973,632.0814019999999
2974,460.8
2975,345.6
2976,576.0
2977,411.228571
2978,422.4
2979,355.409311
2980,230.104769
2981,292.8
2982,480.0
2983,518.4
2984,74.74464300000001
2985,18.965718
2986,518.4
2987,321.6
2988,57.678779000000006
2989,1012.8
2990,262.746281
2991,294.905685
2992,628.801638
2993,972.0
2994,350.4
2995,465.6
2996,827.085431
2997,556.0970269999999
2998,533.255723
2999,595.2
3000,355.818306
3001,735.491986
3002,354.455466
3003,482.4
3004,421.235276
3005,483.88175199999995
3006,307.2
3007,612.300581
3008,1027.2
3009,321.6
3010,576.0
3011,326.4
3012,572.8475490000001
3013,331.2
3014,114.81589299999999
3015,470.57611900000006
3016,45.905291999999996
3017,525.392239
3018,185.291566
3019,518.4
3020,511.2
3021,166.937747
3022,305.031114
3023,185.355353
3024,520.036279
3025,331.2
3026,336.0
3027,720.0
3028,1430.3361830000001
3029,784.8
3030,355.2
3031,324.73974599999997
3032,268.130863
3033,571.2
3034,280.89705
3035,694.598288
3036,600.0
3037,691.2
3038,292.8
3039,20.985104999999997
3040,436.8
3041,377.442796
3042,504.0
3043,624.0
3044,457.59376399999996
3045,392.235698
3046,315.560161
3047,214.77228399999998
3048,444.030724
3049,279.960213
3050,566.4
3051,253.51193500000002
3052,460.8
3053,350.4
3054,329.517492
3055,1021.654003
3056,389.944994
3057,504.0
3058,345.6
3059,15.169017000000002
3060,374.716271
3061,699.8234610000001
3062,355.2
3063,255.00511600000002
3064,566.4
3065,871.2
3066,190.642833
3067,76.826503
3068,190.649902
3069,206.81028600000002
3070,738.2224940000001
3071,926.4
3072,160.855921
3073,142.205246
3074,376.760016
3075,647.954067
3076,482.4
3077,294.80391299999997
3078,303.384527
3079,748.8
3080,46.702524
3081,25.292113
3082,428.907968
3083,484.8
3084,302.4
3085,868.8
3086,655.2
3087,379.029102
3088,340.8
3089,345.6
3090,733.737214
3091,114.74354699999999
3092,389.636991
3093,425.800112
3094,434.7579
3095,110.48466100000002
3096,619.2
3097,547.2
3098,85.612463
3099,129.151543
3100,1055.43784
3101,33.192803000000005
3102,165.523154
3103,570.7774410000001
3104,451.2
3105,205.16917800000002
3106,460.8
3107,116.23732199999999
3108,914.3155300000001
3109,321.6
3110,321.6
3111,580.6222190000001
3112,508.8
3113,331.2
3114,1261.319869
3115,134.68455500000002
3116,441.6
3117,254.380731
3118,525.6
3119,552.0
3120,48.629646
3121,316.8
3122,310.744656
3123,482.4
3124,221.951098
3125,514.507039
3126,367.577872
3127,436.8
3128,193.147858
3129,145.004323
3130,623.525433
3131,468.49276100000003
3132,316.8
3133,302.4
3134,677.616967
3135,321.6
3136,89.92128100000001
3137,291.536748
3138,331.2
3139,480.0
3140,499.663591
3141,571.479602
3142,384.0
3143,425.800112
3144,409.45948799999996
3145,873.6
3146,263.844471
3147,561.6
3148,819.576016
3149,595.2
3150,494.4
3151,438.36938200000003
3152,979.2
3153,748.8
3154,346.26529500000004
3155,900.0
3156,1027.2
3157,219.87945200000001
3158,56.60333000000001
3159,432.0
3160,611.40108
3161,465.6
3162,731.970027
3163,501.99463499999996
3164,336.0
3165,433.60853399999996
3166,468.0
3167,499.2
3168,504.0
3169,189.907577
3170,62.935952
3171,504.0
3172,51.294615
3173,398.4
3174,288.295744
3175,528.0
3176,475.2
3177,224.27582
3178,518.715288
3179,343.34030099999995
3180,727.2
3181,564.947278
3182,241.07784300000003
3183,528.2008599999999
3184,40.287304
3185,79.463916
3186,307.2
3187,297.6
3188,388.8
3189,579.4671910000001
3190,792.0
3191,331.2
3192,652.8
3193,374.4
3194,564.9220339999999
3195,1298.853615
3196,123.945627
3197,241.88877999999997
3198,51.662597
3199,489.6
3200,220.186677
3201,1140.523821
3202,604.8
3203,1053.300143
3204,372.893812
3205,475.2
3206,660.4304559999999
3207,227.225113
3208,165.75305
3209,290.70096
3210,111.17302099999999
3211,560.154132
3212,160.825045
3213,339.01772900000003
3214,803.686321
3215,489.59464199999996
3216,78.172321
3217,491.15119699999997
3218,136.848554
3219,725.870693
3220,326.4
3221,207.510821
3222,87.080119
3223,417.6
3224,333.138214
3225,451.2
3226,638.4
3227,410.946167
3228,10.393016000000001
3229,276.590788
3230,698.4
3231,936.0
3232,541.2177429999999
3233,326.4
3234,4.074222
3235,600.0
3236,316.8
3237,75.330276
3238,193.505325
3239,155.412984
3240,350.877502
3241,132.20861200000002
3242,402.74991800000004
3243,350.4
3244,900.6173640000001
3245,465.6
3246,475.2
3247,99.697769
3248,777.6
3249,393.64561499999996
3250,61.693771
3251,508.8
3252,499.2
3253,217.945243
3254,686.4
3255,275.516438
3256,133.425609
3257,749.134686
3258,430.16327699999994
3259,234.771653
3260,442.37487300000004
3261,187.854818
3262,672.0
3263,398.4
3264,523.2
3265,114.273025
3266,396.035334
3267,528.0
3268,192.879457
3269,590.4
3270,326.4
3271,326.4
3272,446.4
3273,1012.8
3274,513.6
3275,247.847239
3276,508.8
3277,516.0885440000001
3278,748.8
3279,292.8
3280,395.386573
3281,542.4
3282,467.803638
3283,44.730323
3284,316.8
3285,684.0
3286,666.5271
3287,351.403677
3288,255.982609
3289,272.445607
3290,741.6
3291,508.8
3292,499.2
3293,146.119178
3294,547.2
3295,379.2
3296,41.016038
3297,316.8
3298,662.4
3299,338.144854
3300,355.2
3301,741.6
3302,986.4
3303,296.962938
3304,331.2
3305,334.626758
3306,637.695945
3307,764.592151
3308,489.6
3309,561.6
3310,1212.988796
3311,912.5815970000001
3312,336.0
3313,1032.204305
3314,456.0
3315,490.69099500000004
3316,737.4422950000001
3317,299.788806
3318,885.6
3319,67.801384
3320,604.8
3321,566.4
3322,302.4
3323,297.6
3324,292.8
3325,22.45383
3326,155.708627
3327,1548.310532
3328,230.10996400000002
3329,45.215059000000004
3330,355.2
3331,344.92728999999997
3332,498.33526100000006
3333,316.8
3334,369.6
3335,201.455005
3336,393.6
3337,398.4
3338,109.29611799999999
3339,383.890867
3340,518.686584
3341,204.953947
3342,652.8
3343,40.752864
3344,763.2
3345,307.2
3346,600.0
3347,379.2
3348,453.909559
3349,570.847354
3350,484.013411
3351,738.840818
3352,601.021286
3353,475.2
3354,489.6
3355,336.0
3356,67.530904
3357,628.8
3358,144.987956
3359,93.891207
3360,340.8
3361,612.0
3362,312.0
3363,350.4
3364,574.024018
3365,511.32039100000003
3366,358.643521
3367,183.10444099999998
3368,472.391125
3369,599.8111719999999
3370,297.6
3371,528.0
3372,51.902587
3373,561.6
3374,125.93300500000001
3375,355.820799
3376,441.6
3377,254.984946
3378,556.8
3379,179.14181000000002
3380,466.37170499999996
3381,511.2
3382,56.731578000000006
3383,331.2
3384,423.78514800000005
3385,878.413622
3386,553.5534269999999
3387,1163.669865
3388,340.8
3389,292.8
3390,499.2
3391,316.8
3392,351.270869
3393,227.221652
3394,18.918935
3395,301.011106
3396,741.300032
3397,316.227946
3398,863.413385
3399,566.4
3400,312.0
3401,374.108319
3402,350.4
3403,152.77903799999999
3404,67.504452
3405,712.1265860000001
3406,363.613596
3407,929.5544449999999
3408,302.4
3409,451.2
3410,806.4
3411,571.2
3412,725.870693
3413,351.270869
3414,1158.858027
3415,250.423844
3416,1000.8
3417,307.2
3418,49.451116999999996
3419,568.8
3420,633.439417
3421,611.8445839999999
3422,574.024018
3423,292.135884
3424,1526.4
3425,667.2
3426,679.392372
3427,373.454457
3428,310.842085
3429,282.500791
3430,307.2
3431,316.8
3432,590.4
3433,251.63901
3434,424.424732
3435,645.921338
3436,619.2
3437,345.6
3438,339.048157
3439,331.2
3440,408.0
3441,518.4
3442,321.6
3443,166.937747
3444,516.4211240000001
3445,49.451116999999996
3446,336.0
3447,374.4
3448,331.2
3449,395.740207
3450,804.130779
3451,407.44023799999997
3452,415.803174
3453,86.46158199999999
3454,839.348464
3455,48.780064
3456,502.580472
3457,630.888663
3458,425.42319800000007
3459,777.6
3460,281.110788
3461,1490.4
3462,518.7846400000001
3463,297.6
3464,446.4
3465,243.467617
3466,614.081483
3467,344.76779500000004
3468,1486.410662
3469,1358.4
3470,299.635989
3471,489.6
3472,22.193348
3473,566.4
3474,151.381353
3475,1152.0
3476,137.611531
3477,340.8
3478,1644.690622
3479,758.4
3480,292.8
3481,764.2014780000001
3482,465.6
3483,292.8
3484,178.762806
3485,553.50361
3486,350.4
3487,566.199335
3488,349.431986
3489,842.4
3490,259.591385
3491,364.8
3492,292.8
3493,231.20188599999997
3494,309.577946
3495,267.214383
3496,468.0
3497,364.8
3498,199.79727
3499,547.2
3500,642.773149
3501,590.4
3502,307.2
3503,722.877299
3504,561.6
3505,7.3459460000000005
3506,478.75106500000004
3507,277.585067
3508,324.81208300000003
3509,336.0
3510,571.2
3511,754.1154740000001
3512,302.4
3513,106.73778700000001
3514,256.43802999999997
3515,395.729716
3516,763.2
3517,321.6
3518,312.0
3519,77.523904
3520,366.212945
3521,667.2
3522,383.79736299999996
3523,660.4304559999999
3524,190.509609
3525,28.649762
3526,297.6
3527,340.8
3528,739.2
3529,527.539078
3530,91.146661
3531,284.667612
3532,421.111226
3533,532.8
3534,316.8
3535,316.8
3536,292.8
3537,797.5956110000001
3538,180.55511299999998
3539,536.00374
3540,460.8
3541,455.714395
3542,331.2
3543,430.29174000000006
3544,244.587596
3545,68.179721
3546,202.938048
3547,400.294003
3548,417.781693
3549,245.968629
3550,268.1726
3551,336.0
3552,225.578841
3553,507.799325
3554,774.737185
3555,183.293091
3556,202.81373
3557,2327.1663940000003
3558,398.4
3559,432.0
3560,470.4
3561,1261.672708
3562,612.0
3563,504.0
3564,292.8
3565,825.2901099999999
3566,552.0
3567,398.100233
3568,453.6
3569,159.383042
3570,316.8
3571,346.319404
3572,739.2
3573,365.002909
3574,336.0
