,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,income_temp
636,8.707321721005421,20396,76,15.0,60,1.0,1.3862943611198906,5.899349258200177,20396.0
637,9.934748042008662,84106,64,0.0,86,0.0,0.6931471805599453,5.812363948454525,84106.0
638,8.445827327537181,88240,117,3.0,94,0.0,0.0,6.330789852711601,88240.0
639,8.452434843238473,58089,118,31.0,83,0.0,0.0,6.33930054237951,58089.0
640,8.566361188197938,59537,66,23.0,5,0.0,1.9459101490553132,5.758270659940271,59537.0
641,9.067881213065666,0,245,34.0,83,0.0,0.0,7.760216972802732,37536.28478460128
642,8.070851369165727,78784,80,33.0,72,0.0,0.0,5.4804918041871655,78784.0
643,8.835205610334503,0,196,5.0,59,2.0,0.0,6.8467305771443625,37536.28478460128
644,7.778359655325469,0,73,12.0,84,0.0,0.0,6.519104416814953,37536.28478460128
645,8.89347144898558,10334,64,5.0,80,0.0,0.6931471805599453,5.6936073431372565,10334.0
646,8.815713758404849,0,96,,43,,1.9459101490553132,6.919713654739209,37536.28478460128
647,9.117376768197532,0,90,21.0,21,0.0,0.6931471805599453,6.068425588244111,37536.28478460128
648,9.249148441349883,0,95,22.0,59,0.0,0.6931471805599453,5.822447165984421,37536.28478460128
649,8.493957831272565,26372,126,11.0,7,0.0,0.0,6.404897824865323,26372.0
650,9.02794647940606,0,79,7.0,72,0.0,0.6931471805599453,5.938063770380866,37536.28478460128
651,8.53571641061881,0,71,12.0,55,0.0,1.0986122886681098,5.016474525884137,37536.28478460128
652,8.052402732036494,24019,79,14.0,27,0.0,0.0,3.854999853028192,24019.0
653,7.856477779262869,76731,64,2.0,68,0.0,0.0,5.305566056203387,76731.0
654,10.158403493134285,71210,214,8.0,89,1.0,0.6931471805599453,6.934591932935697,71210.0
655,9.552792593507641,74916,62,8.0,34,4.0,0.6931471805599453,4.816162910091916,74916.0
656,8.53405490414565,0,72,15.0,18,1.0,1.0986122886681098,6.3483197433003005,37536.28478460128
657,8.773006964027267,37548,81,12.0,9,0.0,1.0986122886681098,5.078908470220173,37548.0
658,8.631816322851954,39507,70,32.0,17,0.0,1.6094379124341003,5.648069624896625,39507.0
659,9.479801377974837,0,188,35.0,82,0.0,1.9459101490553132,7.210522988851959,37536.28478460128
660,8.77332899817225,23235,82,32.0,46,0.0,1.0986122886681098,6.181014149776675,23235.0
661,8.96707660330941,0,76,17.0,34,1.0,0.6931471805599453,5.899349258200177,37536.28478460128
662,8.638595742494152,50366,72,9.0,5,0.0,2.1972245773362196,6.0608382100846505,50366.0
663,8.516235036332228,82413,62,12.0,79,0.0,1.0986122886681098,5.6957503029589365,82413.0
664,8.664165722034776,80480,72,6.0,55,0.0,1.9459101490553132,5.492413525668288,80480.0
665,9.549734390318743,0,195,9.0,33,1.0,1.6094379124341003,6.505840205039368,37536.28478460128
666,8.92057386740441,51692,186,12.0,28,0.0,0.0,6.7943625916270465,51692.0
667,8.51911041057649,0,69,,95,,1.3862943611198906,6.208187530619269,37536.28478460128
668,7.844329578168554,79751,63,15.0,67,0.0,0.0,5.971862929507999,79751.0
669,9.130559951402377,42600,115,10.0,78,0.0,1.0986122886681098,6.492447369544298,42600.0
670,8.339442908491042,0,64,0.0,56,0.0,1.0986122886681098,6.199787747548564,37536.28478460128
671,8.409730265686807,0,64,13.0,11,0.0,1.0986122886681098,5.53892599953992,37536.28478460128
672,10.546793266664524,0,115,21.0,78,0.0,0.6931471805599453,6.313548046277095,37536.28478460128
673,8.005080027459332,0,82,9.0,21,0.0,0.0,6.380800273286263,37536.28478460128
674,9.062169239386572,97361,73,6.0,85,0.0,0.6931471805599453,5.859075359062237,97361.0
675,8.624950895620312,53295,70,12.0,97,0.0,2.0794415416798357,5.523154858334633,53295.0
676,8.51622696476958,10787,71,33.0,25,0.0,2.0794415416798357,6.547930814793051,10787.0
677,8.282619150506681,40175,102,34.0,78,1.0,0.0,5.041627082068129,40175.0
678,7.895594637563442,75329,67,15.0,17,0.0,0.0,3.8265804045382907,75329.0
679,7.823631149213099,76792,62,12.0,27,0.0,0.0,5.6957503029589365,76792.0
680,10.158403493134285,71210,214,8.0,89,1.0,0.6931471805599453,6.934591932935697,71210.0
681,8.54102995709361,0,76,11.0,14,4.0,1.0986122886681098,5.624812799965692,37536.28478460128
682,9.126153317774905,37388,117,30.0,21,0.0,1.6094379124341003,6.330789852711601,37388.0
683,9.498092514223018,47950,170,23.0,86,1.0,2.0794415416798357,6.660563551821085,47950.0
684,8.499992301480292,14232,64,13.0,1,0.0,1.6094379124341003,5.727499001273517,14232.0
685,8.395710426368582,58577,110,6.0,62,0.0,0.0,5.716609034830232,58577.0
686,8.538381339611364,70174,64,18.0,80,0.0,1.9459101490553132,4.859039392486668,70174.0
687,7.989317238743618,78596,73,11.0,0,0.0,0.0,4.665960996347386,78596.0
688,8.36935876178317,21004,62,27.0,20,0.0,1.0986122886681098,5.6957503029589365,21004.0
689,8.423719420540378,61064,113,32.0,77,0.0,0.0,6.291150852088313,61064.0
690,8.430272365308571,94804,115,13.0,79,4.0,0.0,6.639342555711322,94804.0
691,8.889525775381577,39786,91,,91,,2.1972245773362196,5.9021850826787965,39786.0
692,7.8350467981037335,80744,63,24.0,84,0.0,0.0,2.4747752500428497,80744.0
693,8.916688726089818,74089,94,13.0,89,2.0,1.9459101490553132,6.4749552760910625,74089.0
694,8.838596747737466,28992,74,3.0,90,4.0,0.6931471805599453,5.872681011118015,28992.0
695,8.612608122279433,35396,70,32.0,12,0.0,1.0986122886681098,5.817111159963204,35396.0
696,9.221375422229281,96506,124,,22,,1.0986122886681098,6.223595567853241,96506.0
697,9.04280431666564,26023,72,26.0,33,1.0,0.6931471805599453,4.375303031830044,26023.0
698,8.816436783979196,0,90,3.0,74,0.0,1.3862943611198906,6.306115741374582,37536.28478460128
699,7.947087588292638,20368,72,30.0,36,0.0,0.0,5.845282036929901,20368.0
700,9.121524196298571,32370,115,2.0,77,0.0,1.3862943611198906,6.313548046277095,32370.0
701,8.018992418125114,31532,79,1.0,26,0.0,0.0,5.485119881337385,31532.0
702,9.306107128442608,0,69,31.0,69,2.0,0.6931471805599453,6.208187530619269,37536.28478460128
703,8.21120565699674,77951,93,28.0,46,3.0,0.0,2.979025133290485,77951.0
704,9.353009148022428,41098,96,3.0,15,0.0,0.6931471805599453,5.521695518341402,41098.0
705,7.903450777735017,22664,73,0.0,8,0.0,0.0,5.859075359062237,22664.0
706,8.616044924329593,70914,68,15.0,82,0.0,1.0986122886681098,4.352797572312167,70914.0
707,8.401971638709544,0,121,16.0,64,0.0,0.0,6.55053045817454,37536.28478460128
708,8.400080208599302,13128,118,11.0,21,0.0,0.0,6.648827172356587,13128.0
709,7.844329578168554,79751,63,15.0,67,0.0,0.0,5.971862929507999,79751.0
710,8.550542577203055,56334,65,35.0,72,0.0,1.0986122886681098,6.043971063743705,56334.0
711,9.968500929193219,0,74,11.0,85,1.0,0.6931471805599453,5.872681011118015,37536.28478460128
712,7.93447057542675,72389,70,3.0,76,0.0,0.0,5.328644882961857,72389.0
713,9.060581824349462,79090,107,2.0,74,0.0,1.0986122886681098,5.666567626277068,79090.0
714,8.887169840963978,0,66,31.0,54,1.0,0.6931471805599453,5.975451050231459,37536.28478460128
715,9.00364859366527,36737,102,,20,,2.0794415416798357,6.240004976130389,36737.0
716,7.860353946373213,72421,65,8.0,23,0.0,0.0,5.7430031878094825,72421.0
717,8.562105434732146,26540,69,13.0,65,1.0,1.6094379124341003,5.8027224225111045,26540.0
718,7.876694796011006,93884,65,7.0,10,0.0,0.0,5.7430031878094825,93884.0
719,7.764081865477268,0,64,19.0,72,0.0,0.0,5.810633594810942,37536.28478460128
720,9.59230586775276,74915,122,13.0,17,0.0,0.6931471805599453,5.974194720911361,74915.0
721,7.950560028849965,29242,73,,23,,0.0,5.859075359062237,29242.0
722,8.380943740444186,54514,109,5.0,36,3.0,0.0,5.656812910688009,54514.0
723,8.425923911647024,62010,112,2.0,51,0.0,0.0,6.28711478920894,62010.0
724,9.886792338805652,0,67,20.0,55,1.0,0.6931471805599453,6.178773645412976,37536.28478460128
725,8.74478198781242,21024,82,32.0,8,1.0,2.1972245773362196,6.109534821507368,21024.0
726,8.224566805031092,0,96,,34,,0.0,6.132964109381682,37536.28478460128
727,9.694280302036425,32184,136,,91,,0.6931471805599453,5.584047559070975,32184.0
728,8.514112180974292,86305,62,1.0,99,0.0,1.6094379124341003,4.39112561313041,86305.0
729,9.953896317968258,26876,66,12.0,53,0.0,0.6931471805599453,5.390029088753755,26876.0
730,7.897809565476533,21959,71,0.0,69,0.0,0.0,5.83129579495516,21959.0
731,9.550905738158846,36261,118,14.0,78,0.0,0.6931471805599453,7.08816990290144,36261.0
732,8.79854705743975,0,62,27.0,53,0.0,0.6931471805599453,5.6957503029589365,37536.28478460128
733,8.674109152441043,67511,73,3.0,5,0.0,2.0794415416798357,5.859075359062237,67511.0
734,7.796004835923638,28476,62,3.0,76,0.0,0.0,5.6957503029589365,28476.0
735,9.280016680799958,25983,90,32.0,43,0.0,0.6931471805599453,6.068425588244111,25983.0
736,8.472173528584207,54194,119,9.0,90,1.0,0.0,4.720894063031815,54194.0
737,8.463021651482737,0,65,33.0,1,0.0,1.0986122886681098,6.372388029684989,37536.28478460128
738,10.387467784309102,60455,104,20.0,25,0.0,0.6931471805599453,6.213006817055218,60455.0
739,8.680044528850372,0,161,29.0,1,0.0,0.0,7.0554853910064725,37536.28478460128
740,8.488395926881232,0,67,0.0,79,0.0,1.0986122886681098,6.178773645412976,37536.28478460128
741,8.669874281925898,38492,72,27.0,34,0.0,1.0986122886681098,5.337065150580276,38492.0
742,8.560383955210023,68867,129,19.0,91,0.0,0.0,6.428428322275518,68867.0
743,8.375943760928974,23352,112,0.0,86,0.0,0.0,6.28711478920894,23352.0
744,9.790205316630335,55437,64,5.0,78,1.0,0.6931471805599453,6.098720787743208,55437.0
745,8.542784600748265,72433,126,34.0,48,0.0,0.0,5.838137393506564,72433.0
746,8.457672502117019,13933,62,25.0,32,0.0,1.791759469228055,3.899226559027825,13933.0
747,9.81903962854607,50407,92,30.0,67,0.0,0.6931471805599453,5.863803797061792,50407.0
748,9.743403204098207,22249,64,4.0,88,0.0,0.6931471805599453,6.120718418230404,22249.0
749,8.105383971821421,0,107,2.0,4,2.0,0.0,6.646909860483916,37536.28478460128
750,8.18219727150304,24959,89,19.0,13,0.0,0.0,6.462717395754149,24959.0
751,7.809078458618882,0,69,9.0,68,0.0,0.0,6.057370609297387,37536.28478460128
752,8.715791905916698,74257,76,16.0,91,0.0,1.0986122886681098,5.3687140482322135,74257.0
753,8.839234653324986,37308,86,19.0,69,0.0,2.1972245773362196,5.707147161078164,37308.0
754,8.264465836195445,0,109,,70,,0.0,6.641059800634999,37536.28478460128
755,8.567831091469834,28447,67,20.0,99,0.0,1.0986122886681098,5.773308537304811,28447.0
756,8.354740759472158,0,61,17.0,1,1.0,1.9459101490553132,5.679489782087156,37536.28478460128
757,9.85295587593884,29822,61,17.0,44,0.0,0.6931471805599453,5.679489782087156,29822.0
758,9.066338793526452,62464,109,23.0,45,0.0,1.3862943611198906,5.99191914876099,62464.0
759,8.673414788442022,43145,73,1.0,0,0.0,1.791759469228055,6.246922564410054,43145.0
760,7.921707092034331,43540,70,29.0,60,0.0,0.0,4.767161620885049,43540.0
761,7.985288467569215,83195,73,18.0,36,1.0,0.0,5.807222027445713,83195.0
762,8.631189389601225,95284,69,6.0,35,0.0,1.3862943611198906,5.791937792096388,95284.0
763,8.591311626729507,13103,72,21.0,32,0.0,1.9459101490553132,6.126877155698132,13103.0
764,9.008193108178913,32799,104,7.0,27,0.0,1.0986122886681098,6.213006817055218,32799.0
765,9.445849456381277,26149,157,2.0,17,0.0,1.9459101490553132,6.624861723262153,26149.0
766,9.212928845984916,0,141,25.0,27,0.0,1.0986122886681098,6.922840916400178,37536.28478460128
767,9.577457758829395,60880,119,25.0,89,0.0,0.6931471805599453,4.699631168963195,60880.0
768,7.9776097624748825,37803,74,26.0,51,0.0,0.0,5.872681011118015,37803.0
769,8.944272543935872,0,109,5.0,95,0.0,1.0986122886681098,6.259963800142989,37536.28478460128
770,8.538399343506613,35625,65,10.0,56,1.0,1.0986122886681098,5.664944995792611,35625.0
771,9.38051642399307,0,170,10.0,74,0.0,1.6094379124341003,7.112728294270341,37536.28478460128
772,7.820542923805337,25965,65,23.0,27,0.0,0.0,5.796685416963609,25965.0
773,8.624961362464306,0,79,21.0,53,1.0,1.9459101490553132,6.009894266711266,37536.28478460128
774,8.470718552428,20993,133,35.0,90,0.0,0.0,6.458965046135599,20993.0
775,8.439150045103428,0,68,0.0,16,2.0,1.0986122886681098,6.15119713974707,37536.28478460128
776,8.20637091775974,0,103,8.0,75,0.0,0.0,6.465791861055603,37536.28478460128
777,8.98772352955149,54008,67,,90,,0.6931471805599453,5.914862313792628,54008.0
778,8.27249899538821,0,112,6.0,0,0.0,0.0,6.3764921176070635,37536.28478460128
779,10.49938420848973,18047,242,5.0,50,0.0,0.6931471805599453,7.208140706809344,18047.0
780,10.514901951051081,66216,103,34.0,58,0.0,0.6931471805599453,4.571859618267675,66216.0
781,7.756773866640082,28806,61,13.0,90,0.0,0.0,5.679489782087156,28806.0
782,9.199300758868453,52408,125,13.0,12,0.0,2.1972245773362196,5.188088223891894,52408.0
783,8.89837524775588,0,112,30.0,29,1.0,1.0986122886681098,6.6925798973171045,37536.28478460128
784,8.48950762064658,52728,127,34.0,34,1.0,0.0,6.412803004372437,52728.0
785,8.552873200398789,97131,64,,80,,1.791759469228055,5.727499001273517,97131.0
786,9.466028413828331,62448,107,0.0,11,0.0,0.6931471805599453,6.2414447523757515,62448.0
787,7.8105884037098186,0,70,6.0,18,0.0,0.0,6.222576268071369,37536.28478460128
788,9.037852453167643,55308,107,17.0,74,0.0,1.791759469228055,6.2414447523757515,55308.0
789,7.673306181858116,0,61,28.0,31,0.0,0.0,5.679489782087156,37536.28478460128
790,10.091107714396136,14072,71,13.0,3,0.0,0.6931471805599453,6.236760903063325,14072.0
791,8.653004230371465,99934,71,9.0,12,0.0,1.0986122886681098,6.1319302743771384,99934.0
792,8.439620999653604,79487,114,20.0,87,0.0,0.0,6.3048143663083405,79487.0
793,8.559776185570058,39854,66,6.0,4,0.0,1.9459101490553132,5.568079373197247,39854.0
794,8.922501555907429,0,66,5.0,17,0.0,0.6931471805599453,5.758270659940271,37536.28478460128
795,9.073036137755588,83846,74,22.0,94,3.0,0.6931471805599453,5.872681011118015,83846.0
796,8.570298494444097,60260,66,14.0,84,0.0,1.0986122886681098,5.794131358468706,60260.0
797,7.787119953972426,0,66,3.0,97,0.0,0.0,5.758270659940271,37536.28478460128
798,9.93828787601207,92079,65,12.0,68,1.0,0.6931471805599453,4.743180778253248,92079.0
799,9.05541234979663,95697,107,29.0,29,0.0,2.1972245773362196,5.181820201305822,95697.0
800,8.3377283089999,62113,104,1.0,0,0.0,0.0,1.7740668742471362,62113.0
801,8.280009330891033,33282,100,24.0,66,1.0,0.0,5.335183487708611,33282.0
802,7.860916999028318,0,72,,99,,0.0,5.845282036929901,37536.28478460128
803,7.855093235333118,59974,65,23.0,5,0.0,0.0,4.8460211437043865,59974.0
804,9.031231497786504,48521,105,9.0,89,0.0,1.9459101490553132,5.575288619923771,48521.0
805,9.587774755124471,0,194,26.0,10,0.0,1.6094379124341003,6.836474076977173,37536.28478460128
806,9.57472249456446,0,205,14.0,63,0.0,1.3862943611198906,7.297091005160418,37536.28478460128
807,9.11611621568478,38898,117,26.0,68,0.0,1.0986122886681098,6.330789852711601,38898.0
808,9.73733252514528,0,69,24.0,99,0.0,0.6931471805599453,5.831237565560332,37536.28478460128
809,8.598038936753317,40376,69,16.0,46,0.0,2.0794415416798357,6.058828888258954,40376.0
810,7.758766440809791,19581,67,2.0,94,0.0,0.0,5.773308537304811,19581.0
811,8.65234202365479,77646,71,3.0,29,0.0,1.791759469228055,5.83129579495516,77646.0
812,9.52381531346538,55588,114,15.0,40,0.0,0.6931471805599453,6.3048143663083405,55588.0
813,9.064099413330764,92374,107,16.0,9,1.0,1.0986122886681098,5.393710629264517,92374.0
814,8.677120256333051,27880,74,4.0,9,0.0,1.6094379124341003,5.295534969268327,27880.0
815,9.228152494040406,14290,271,20.0,40,0.0,0.0,7.170734738793546,14290.0
816,9.914969754030569,48448,74,24.0,11,1.0,0.6931471805599453,5.872681011118015,48448.0
817,8.358684303180315,43682,107,12.0,73,0.0,0.0,4.99723589510675,43682.0
818,8.277364715929808,25927,103,6.0,20,0.0,0.0,6.514673599738111,25927.0
819,8.616412552586677,0,77,20.0,89,0.0,2.1972245773362196,5.912421339767529,37536.28478460128
820,8.796674862950448,0,97,31.0,34,2.0,2.1972245773362196,6.506380708704937,37536.28478460128
821,7.977049911440661,20075,79,7.0,2,1.0,0.0,6.18153058782104,20075.0
822,8.880322139094424,75838,90,6.0,64,0.0,1.791759469228055,6.061242369107323,75838.0
823,7.83911953354374,37612,64,0.0,32,0.0,0.0,5.727499001273517,37612.0
824,8.335836132864278,29462,107,28.0,23,1.0,0.0,6.2414447523757515,29462.0
825,9.597113278996721,43982,126,20.0,68,1.0,0.6931471805599453,6.404897824865323,43982.0
826,10.09031148217081,17257,70,1.0,88,0.0,0.6931471805599453,6.311974597098402,17257.0
827,7.784396649366438,21629,62,19.0,54,0.0,0.0,5.699192587220299,21629.0
828,8.956244479106642,21326,99,22.0,9,0.0,1.0986122886681098,6.4500998353179035,21326.0
829,8.354740759472158,0,61,17.0,1,1.0,1.9459101490553132,5.679489782087156,37536.28478460128
830,8.92805502085888,29697,64,6.0,43,0.0,0.6931471805599453,4.991307958631017,29697.0
831,9.000175145308308,0,117,24.0,8,1.0,1.791759469228055,6.736254960819766,37536.28478460128
832,8.936645030765689,55281,192,22.0,68,1.0,0.0,6.826111289941627,55281.0
833,8.577967267475595,0,77,8.0,10,1.0,2.1972245773362196,6.760871944580415,37536.28478460128
834,9.61863989799064,22799,190,10.0,75,0.0,1.791759469228055,6.815639990074331,22799.0
835,7.81179892451835,55257,64,0.0,77,3.0,0.0,5.345182622126216,55257.0
836,8.442261686313863,0,142,5.0,87,0.0,0.0,6.92990808362327,37536.28478460128
837,7.975228004377392,74212,73,16.0,26,0.0,0.0,5.241105269502465,74212.0
838,8.947078086998946,31686,101,14.0,45,2.0,2.0794415416798357,6.566196572578645,31686.0
839,8.251718881145996,0,112,13.0,13,0.0,0.0,6.6925798973171045,37536.28478460128
840,8.864237645252896,94508,88,27.0,54,0.0,1.0986122886681098,6.197226874321668,94508.0
841,7.986144124743597,97735,73,24.0,26,0.0,0.0,5.239984595184848,97735.0
842,8.530205517099542,26733,66,,55,,1.6094379124341003,5.387779173364018,26733.0
843,7.800745495179224,57963,61,11.0,63,0.0,0.0,3.7414915672276448,57963.0
844,8.78007994228701,22081,84,1.0,9,0.0,1.791759469228055,6.112952508819818,22081.0
845,9.117320772987453,54751,114,6.0,50,0.0,1.0986122886681098,6.580974635784054,54751.0
846,8.536343296650509,22886,65,9.0,81,0.0,1.0986122886681098,5.7430031878094825,22886.0
847,9.547564284589628,36523,71,28.0,67,0.0,0.6931471805599453,4.618618106010232,36523.0
848,7.6756433894429215,0,70,22.0,67,3.0,0.0,5.817111159963204,37536.28478460128
849,8.740714767270166,92895,77,5.0,2,0.0,1.9459101490553132,3.7644847154847785,92895.0
850,9.10844217324229,0,122,15.0,47,0.0,2.1972245773362196,6.4777747947013,37536.28478460128
851,9.487815197022064,0,68,19.0,2,3.0,0.6931471805599453,5.788123623089952,37536.28478460128
852,8.528988488776486,67371,63,25.0,14,0.0,1.0986122886681098,4.461297205865215,67371.0
853,9.259775253984683,0,92,15.0,36,0.0,0.6931471805599453,6.3035798619312216,37536.28478460128
854,8.103118608309773,23931,95,4.0,24,0.0,0.0,6.1224928095143865,23931.0
855,8.633921183242892,50335,140,9.0,54,0.0,0.0,6.123640944015299,50335.0
856,7.8124096632032565,53074,61,5.0,86,0.0,0.0,5.593868526359554,53074.0
857,8.535121268723266,25226,71,13.0,97,1.0,1.3862943611198906,5.83129579495516,25226.0
858,8.669249423818977,61108,72,27.0,84,0.0,1.791759469228055,3.168564448241579,61108.0
859,8.520317022172415,73809,125,5.0,57,0.0,0.0,6.286586150620251,73809.0
860,8.512026931044934,0,70,18.0,74,0.0,1.0986122886681098,5.817111159963204,37536.28478460128
861,9.468212525851852,77060,106,23.0,90,0.0,0.6931471805599453,6.149677250734623,77060.0
862,8.68409022282411,86277,74,19.0,33,0.0,1.0986122886681098,5.356773139287204,86277.0
863,8.980110934336373,60214,100,8.0,16,1.0,1.3862943611198906,5.674312142334411,60214.0
864,7.864129909050459,38166,67,25.0,5,1.0,0.0,5.467396401921644,38166.0
865,8.41762183839504,0,64,32.0,89,1.0,1.0986122886681098,5.727499001273517,37536.28478460128
866,8.64328428234038,34974,71,7.0,36,0.0,1.0986122886681098,5.753083419466099,34974.0
867,9.253071709899654,24177,92,4.0,37,1.0,0.6931471805599453,6.090404494962885,24177.0
868,8.877949616188618,73836,182,8.0,35,3.0,0.0,6.316055217723461,73836.0
869,8.865267996306072,93854,87,18.0,41,0.0,2.1972245773362196,6.034524036568429,93854.0
870,8.412323000196402,46402,113,7.0,2,0.0,0.0,6.166227557845559,46402.0
871,10.166487192033225,43922,83,2.0,43,0.0,0.6931471805599453,3.7072177009046348,43922.0
872,8.55928880787963,65375,65,9.0,84,0.0,1.0986122886681098,1.8045835546789475,65375.0
873,8.946394077649115,68229,96,11.0,41,0.0,1.6094379124341003,6.132964109381682,68229.0
874,9.289878901496348,62053,134,3.0,89,0.0,1.6094379124341003,6.420047190625084,62053.0
875,7.956570325548022,34807,73,,90,,0.0,6.157070172105905,34807.0
876,8.248481994437899,79189,95,,50,,0.0,3.9154479535915203,79189.0
877,8.48194551708938,18779,63,10.0,65,0.0,1.3862943611198906,5.371826721351853,18779.0
878,8.253004625141646,70146,96,28.0,65,0.0,0.0,5.0590448715660425,70146.0
879,7.970596539246563,28204,73,6.0,12,0.0,0.0,6.188238568341286,28204.0
880,10.074921782725138,28025,87,28.0,94,0.0,0.6931471805599453,6.415753175892858,28025.0
881,7.947788964288985,25860,72,12.0,46,0.0,0.0,5.845282036929901,25860.0
882,9.508456742556016,25302,70,13.0,16,1.0,0.6931471805599453,5.817111159963204,25302.0
883,9.008300316779914,95241,68,3.0,12,1.0,0.6931471805599453,4.475096659476295,95241.0
884,8.066945754819983,0,85,27.0,29,0.0,0.0,6.388831093546299,37536.28478460128
885,9.128328832215757,70958,115,1.0,57,0.0,1.9459101490553132,4.748405385269308,70958.0
886,8.522924594899814,0,67,21.0,60,0.0,1.6094379124341003,5.376187813493768,37536.28478460128
887,8.947011045195822,62192,98,30.0,28,0.0,1.6094379124341003,5.494264871194061,62192.0
888,8.33317273334641,0,62,1.0,64,0.0,1.0986122886681098,6.101215411067101,37536.28478460128
889,8.496985790822398,76594,122,26.0,9,1.0,0.0,6.724377714007761,76594.0
890,10.052220858570543,45039,96,27.0,94,0.0,0.6931471805599453,5.2582494522211665,45039.0
891,8.782756146460184,93721,80,22.0,62,0.0,1.791759469228055,6.193577787510783,93721.0
892,8.612077804861862,28128,70,6.0,52,0.0,1.3862943611198906,5.817111159963204,28128.0
893,8.774360012390193,0,90,3.0,76,0.0,1.9459101490553132,4.975194178589795,37536.28478460128
894,8.692246015529939,48993,74,6.0,29,0.0,1.3862943611198906,6.697604093915241,48993.0
895,8.577967267475595,0,77,8.0,10,1.0,2.1972245773362196,6.760871944580415,37536.28478460128
896,9.203213640244408,75716,247,2.0,32,0.0,0.0,6.331659465585564,75716.0
897,8.950876413023584,0,74,33.0,24,0.0,0.6931471805599453,6.27814611922618,37536.28478460128
898,8.895002996597995,26849,62,5.0,0,0.0,0.6931471805599453,3.6456930258971063,26849.0
899,8.709992957862642,20676,79,28.0,27,0.0,1.9459101490553132,5.938063770380866,20676.0
900,9.495188646011307,68009,110,1.0,2,0.0,0.6931471805599453,6.269096283706261,68009.0
901,7.855874041886449,46900,66,13.0,59,0.0,0.0,5.758270659940271,46900.0
902,7.823168895903413,68041,64,10.0,47,0.0,0.0,5.1093955337756265,68041.0
903,8.997821249136516,61409,68,30.0,80,0.0,0.6931471805599453,5.576101201427271,61409.0
904,9.034810349653371,0,78,22.0,3,0.0,0.6931471805599453,6.5962453813035795,37536.28478460128
905,8.470874120828631,33701,63,16.0,67,0.0,1.6094379124341003,5.143567333811368,33701.0
906,8.823385205123149,0,101,19.0,11,1.0,2.0794415416798357,6.589201542863269,37536.28478460128
907,8.87017820544932,0,66,5.0,46,0.0,0.6931471805599453,5.758270659940271,37536.28478460128
908,8.016841791610489,27435,76,9.0,6,0.0,0.0,6.121495202420738,27435.0
909,9.221356468362817,76276,86,24.0,19,0.0,0.6931471805599453,4.535925257737502,76276.0
910,8.903273004836853,36812,92,23.0,98,1.0,1.3862943611198906,5.973033476148242,36812.0
911,8.820301687478988,74422,85,4.0,3,1.0,1.0986122886681098,4.557433768932108,74422.0
912,8.603769200430316,88567,67,9.0,89,0.0,2.1972245773362196,5.773308537304811,88567.0
913,8.799611263999388,32918,84,33.0,69,0.0,1.0986122886681098,5.999432716757159,32918.0
914,8.89024995425404,0,72,,25,,0.6931471805599453,6.612076932038242,37536.28478460128
915,9.064910368987052,64125,108,3.0,44,0.0,1.0986122886681098,5.913012907181261,64125.0
916,8.502339994003366,49185,61,11.0,92,0.0,2.0794415416798357,4.843793867425836,49185.0
917,8.441725072836448,26802,66,7.0,43,1.0,1.6094379124341003,5.758270659940271,26802.0
918,8.74782906680212,0,189,15.0,51,1.0,0.0,7.508639587375982,37536.28478460128
919,7.7124821689606,0,64,12.0,56,3.0,0.0,5.727499001273517,37536.28478460128
920,9.39115953490813,21514,62,0.0,59,0.0,0.6931471805599453,5.550043667220086,21514.0
921,8.50594795245533,53607,61,4.0,18,0.0,2.1972245773362196,4.542136739656991,53607.0
922,9.506805431576751,0,126,,80,,0.6931471805599453,6.810362932973487,37536.28478460128
923,8.778972223283917,89285,81,25.0,3,0.0,1.0986122886681098,4.691646599076713,89285.0
924,8.700674649597753,0,80,5.0,10,0.0,2.0794415416798357,6.19217967931008,37536.28478460128
925,8.374294817507954,0,116,,87,,0.0,6.9713096885407175,37536.28478460128
926,9.064910368987052,64125,108,3.0,44,0.0,1.0986122886681098,5.913012907181261,64125.0
927,9.474543936202023,64985,108,23.0,94,0.0,0.6931471805599453,2.7988358576405474,64985.0
928,8.962468281973141,0,117,18.0,84,4.0,2.0794415416798357,4.511467211936391,37536.28478460128
929,9.264086804009619,47761,131,2.0,54,0.0,1.791759469228055,5.449797645455001,47761.0
930,8.550531129158088,12430,73,22.0,13,0.0,1.3862943611198906,5.859075359062237,12430.0
931,9.616883905707676,70619,187,2.0,84,0.0,1.0986122886681098,5.683405030984739,70619.0
932,8.129976651031908,83431,84,13.0,33,0.0,0.0,5.999432716757159,83431.0
933,8.75876207296872,44368,80,5.0,72,0.0,1.0986122886681098,5.950642552587727,44368.0
934,9.889963588089032,33588,62,2.0,64,0.0,0.6931471805599453,6.040068734460989,33588.0
935,8.864999564356372,24245,63,0.0,22,0.0,0.6931471805599453,5.711750644305378,24245.0
936,9.406617762354307,0,109,28.0,96,0.0,0.6931471805599453,3.4336566659923493,37536.28478460128
937,8.461018386450906,13037,124,28.0,49,0.0,0.0,6.732625952779259,13037.0
938,9.153646619329205,85221,117,11.0,42,0.0,1.3862943611198906,6.247864181561203,85221.0
939,8.264465836195445,0,109,10.0,70,0.0,0.0,6.641059800634999,37536.28478460128
940,8.417803030998865,92921,112,35.0,49,0.0,0.0,4.693978181425165,92921.0
